region,product_category,price,discount,rating,marketing_score,seasonality_index,competitor_price,store_count,customer_satisfaction,delivery_time_days,online_ad_spend,units_sold,cost_price,revenue,profit,profit_margin,social_media_mentions,weather_impact_score
Kuwait,Shoes,145.5,0.46,4.89,86.34,0.85,117.71,48,82.07,13.1,15055.14,363,81.63,52814.72,23184.8,0.439,,0.111135769
Kuwait,Apparel,99.91,0.03,3.94,31.64,1.08,,6,66.69,13.2,4510.28,345,69.41,34470.63,10524.43,0.3053,1156,
Qatar,Shoes,111.08,0.42,4.99,57.21,1.17,87.44,12,93.33,6.3,27549.64,444,69.29,49317.4,18551.83,0.3762,,0.354634957
Qatar,Shoes,191.24,0.46,3.01,91.8,1.18,155.68,12,98.69,4.4,23555.1,446,127.83,85292.84,28281.98,0.3316,6690,0.826103584
Oman,Shoes,178.36,0.09,4.91,28.81,1.07,138.03,8,82.31,4.9,20443.42,209,112.44,37277.9,13777.23,0.3696,,
Bahrain,Apparel,50.05,0.08,,51.77,0.76,47.29,9,92.65,13,15113.29,321,31.16,16067.24,6063.61,0.3774,,
Oman,Apparel,104.77,0.26,3.42,45.38,0.96,116.35,26,92.12,6.3,36266.21,352,68.35,36880.7,12822.45,0.3477,8823,
Oman,Shoes,205.57,0.44,4.83,28.3,0.76,209.52,32,82.35,10.2,5252.78,262,135.11,53859.35,18460.36,0.3428,,0.044882056
Bahrain,Shoes,151.7,0.47,4.97,89.75,0.71,170.74,42,64.94,4.5,16780.04,364,90.55,55218.01,22257.04,0.4031,,0.102120959
Qatar,Shoes,159.42,0.05,4.1,68.97,1.23,180.24,58,96.63,9.6,20208.35,435,106.89,69348.12,22850.56,0.3295,,0.006898846
UAE,Apparel,61.99,0.27,3.16,71.73,1.08,65.45,5,80.08,12.4,27833.31,523,43.18,32419.15,9835.28,0.3034,,
Saudi Arabia,Apparel,40.35,0.3,4.02,81.17,1.27,44.62,68,70.71,1.5,20917.16,679,28.14,27399.07,8289.83,0.3026,,
Kuwait,Shoes,218.4,0.42,3.05,48.08,1.03,267.79,21,63.56,13.2,36896.46,239,123.43,52197,22697.33,0.4348,,
Kuwait,Apparel,116.39,0.35,3.15,98.3,0.89,129.74,14,61.38,1.5,49933.82,459,78.26,53425.09,17505.59,0.3277,,
Oman,Accessories,33.41,0.33,4.21,48.96,0.72,36.69,5,63.93,10.5,30680.89,442,26.45,14765.36,3072.4,0.2081,,0.818118084
UAE,Apparel,93.03,0.41,3.04,85.77,1.05,83.62,55,67.89,11.9,40350.52,538,68.35,50049.89,13277.06,0.2653,,
Kuwait,Accessories,13.39,0.07,3.97,23.14,0.8,,6,71.55,7.2,49447.25,413,9.4,5528.25,1647.09,0.2979,794,
UAE,Accessories,65.79,0.37,4.5,50.76,1.09,,9,83.11,2.8,19070.22,643,48.57,42302.99,11075.65,0.2618,,
Qatar,Accessories,22.12,0.35,3.94,46.41,1.09,,37,91.47,12.8,46808.78,695,16.62,15374.57,3823.58,0.2487,,
Bahrain,Accessories,83.32,0.45,4.64,41.54,1.15,,55,65.49,7.6,40669.59,627,67.23,52242.32,10086.48,0.1931,,
Saudi Arabia,Shoes,158.9,0.4,4.68,31.15,0.87,,30,60.73,12.8,34918,311,96.87,49416.99,19289.5,0.3903,4117,
UAE,Accessories,89.26,0.34,3.83,21.82,1.04,106.79,59,83.25,5.8,36406.2,623,65.73,55610.49,14658.1,0.2636,669,0.877591005
Bahrain,Shoes,206.13,0.48,4.56,66.52,0.81,210.52,25,71.63,9.7,34916.71,269,128.67,55449.75,20836.51,0.3758,,
UAE,Apparel,74.99,0.35,4.17,22.91,0.92,59.88,21,62.2,6.9,1064.93,470,54.45,35243.15,9650.64,0.2738,3631,
Bahrain,Shoes,169.84,0.33,4.49,39.43,0.84,138.53,63,73.5,2.4,17854.21,322,101.75,54688.92,21925.89,0.4009,,0.922017103
Bahrain,Shoes,126.97,0.44,3.08,29.18,1.12,142.03,36,98.21,11.5,34771.6,292,87.52,37076.55,11519.49,0.3107,,
Saudi Arabia,Apparel,95.26,0.05,4.55,27.96,1.11,110.97,57,,9.4,31851.59,511,60.98,48679.27,17519.3,0.3599,,
Kuwait,Apparel,123.19,0.18,4.48,48.78,1.11,126.11,60,,10.6,47385.92,548,78.62,67508.94,24427.37,0.3618,7059,0.489020831
UAE,Shoes,130.63,0.46,3.46,94.83,0.73,103.96,62,78.98,4.2,32338.37,410,75.44,53556.63,22627.19,0.4225,,
Saudi Arabia,Shoes,122.19,0,4.49,46.86,0.74,139.93,64,93.14,10.4,25549.78,366,75.61,44721.37,17046.42,0.3812,9973,0.172544354
Saudi Arabia,Shoes,146.07,0.32,3.11,38.99,0.76,159.48,20,97.82,5.5,36075.97,274,93.23,40023.05,14478.77,0.3618,73,
Qatar,Apparel,95.08,0.03,4.16,26.88,1.27,102.32,30,95.49,3.3,17608.24,498,62.85,47351.92,16050.95,0.339,,
UAE,Accessories,8.39,0.39,4.2,32.95,0.82,7.99,12,70.75,4,27587.26,602,6.85,5049.72,928.3,0.1838,,
Oman,Accessories,41.14,0.49,4.3,58.31,1.15,38.82,53,78.03,2.7,26821.51,705,33.48,29004.22,5398.84,0.1861,,
Saudi Arabia,Shoes,115.89,0.12,4.37,91.11,0.86,121.75,39,69.76,,24905.84,430,67.31,49832.83,20890.78,0.4192,6007,
Oman,Shoes,84.6,0.25,3.29,27.82,1.11,102.87,12,,5.2,24198.49,277,48.85,23433.63,9901.58,0.4225,,0.662568345
Saudi Arabia,Apparel,134.02,0.09,3.6,37.68,1,157.29,67,94.74,5.4,14762.46,450,84.87,60307.88,22116.2,0.3667,8327,
UAE,Accessories,84.11,0.35,3.61,28.38,0.9,87.68,29,,10.7,15730.94,538,68.87,45248.96,8199.22,0.1812,,0.562714539
Qatar,Accessories,88.51,0.43,4.5,37.92,1.02,69.98,63,63.66,8,10585.93,653,63.05,57798.96,16630.24,0.2877,,
UAE,Shoes,145.76,0.5,4.22,42.01,1.08,164.67,27,95.42,11.9,8630.95,410,80.25,59759.99,26857.87,0.4494,,
UAE,Accessories,84.74,0.01,4.39,72.04,0.72,88.68,8,96,13.1,22241.2,423,67.48,35845.24,7301.92,0.2037,,
Qatar,Unknown_Category,91.95,0.42,3.53,94.33,0.95,75.82,66,76.76,,47759.27,471,62.34,43307.59,13946.38,0.322,686,
Kuwait,Shoes,244.8,0.43,4.4,37.42,1.09,300.1,61,77.38,5,13103.32,424,161.66,103794.17,35252.4,0.3396,,
UAE,Shoes,234.98,0.28,4.4,70.36,0.77,214.48,46,77.19,5,14507.98,232,141.52,54515.6,21682.3,0.3977,,
Kuwait,Shoes,209.3,0.34,3.28,74.83,1.2,250.29,69,91.1,2.7,33337.31,450,129.01,94183.24,36130.88,0.3836,,0.46247843
Saudi Arabia,Apparel,111.95,0.21,3.85,48.75,1.08,108.72,67,88.95,,40622.77,519,83.67,58100.4,14674.38,0.2526,,0.515267491
Saudi Arabia,Apparel,50.5,0.17,4.37,22.52,1.3,42.07,54,61.55,2.2,5229.84,591,37.55,29847.51,7653.46,0.2564,,
Saudi Arabia,Accessories,71.78,0.4,4.25,42.09,1.03,58.28,40,85.88,5.3,3560.68,636,53.77,45654.71,11458.67,0.251,,
Saudi Arabia,Apparel,57.34,0.11,3.8,77.67,1.11,59.99,56,65.02,12.6,20281.95,560,42.75,32109.88,8172.09,0.2545,,
Oman,Apparel,41.36,0.33,4.39,37.74,0.71,33.05,21,77.86,12.3,10338.78,422,25.23,17455.86,6810,0.3901,,0.694275926
UAE,Shoes,99.11,0.45,3.45,80.2,0.96,123.71,56,98.26,10.7,14096.08,491,61.88,48662.92,18279.7,0.3756,,0.791141711
Qatar,Shoes,108.56,0.19,3.6,65.07,0.95,85.66,30,90.83,4.6,16134.61,321,71.51,34846.3,11892.76,0.3413,,0.390800132
Bahrain,Accessories,26.48,0.21,3.41,76.54,0.89,25.36,18,91.58,4.8,32441.96,580,21.43,15356.41,2926.47,0.1906,7953,0.129489721
Oman,Apparel,76.33,0.28,3.8,39.34,0.89,86.32,33,67.94,5.5,23386.43,413,52.88,31525.94,9684.93,0.3072,6124,0.637052906
UAE,Apparel,81.22,0.2,4.57,75.58,0.99,64.38,39,87.96,2.8,22933.14,615,51.98,49949.68,17983.9,0.36,,0.055510814
Saudi Arabia,Shoes,151.12,0.27,3.29,60.02,1.26,154.12,47,70.34,1.7,34800.68,391,91.11,59089.23,23466.29,0.3971,,
Qatar,Apparel,28.97,0.33,3.24,31.74,0.96,,63,92.48,1.8,32865.91,526,20.3,15240.56,4563.57,0.2994,,0.26798017
Kuwait,Shoes,186,0.36,3.18,22.9,0.8,189.72,43,84.76,11.9,18872.98,295,115.94,54870.54,20667.74,0.3767,,
UAE,Accessories,69.85,0.16,3.72,27.38,0.76,,11,62.58,9.7,44964.98,485,57.99,33877.55,5751.56,0.1698,,0.345984994
Qatar,Shoes,209.55,0.01,4.75,65.44,0.81,159.95,12,88.36,9.3,46749.92,188,137.08,39394.55,13623.73,0.3458,1427,
UAE,Shoes,172.28,0.06,3.42,96.45,0.83,167.3,37,85.93,6.7,47876.97,287,116.04,49444.62,16140.4,0.3264,,0.625600778
Bahrain,Accessories,64.06,0.13,3.29,29.38,0.71,71.06,57,90.72,13.7,16633.66,377,52.11,24151.19,4506.04,0.1866,3331,
Saudi Arabia,Apparel,98.55,0.03,3.66,79.15,1.05,,59,63.46,12.6,31162.13,522,61.63,51442.2,19272.15,0.3746,,
Saudi Arabia,Shoes,215.96,0.47,4.33,86.31,1.02,212.33,35,80.31,6.4,6568.66,488,138.73,105389.5,37688.25,0.3576,6299,0.683710343
Bahrain,Accessories,38.59,0.14,3.82,49.55,1.17,47.94,42,71.66,6.9,48209.14,628,31.26,24237.18,4608.11,0.1901,,0.585526196
UAE,Shoes,248.5,0.27,4.26,25.14,0.96,264.55,18,80.75,7.5,30527.58,204,153.65,50693.24,19349.46,0.3817,4317,
Saudi Arabia,Accessories,9.03,0.46,3.86,33.93,1.23,11.03,29,70.59,4.1,34739.11,644,6.85,5814.46,1405.09,0.2417,3093,
Kuwait,Shoes,135.13,0.13,,91.98,0.72,164.84,7,,10.2,6861.17,254,86.95,34323.83,12237.35,0.3565,7222,
UAE,Apparel,132.72,0.3,3.02,78.16,1.18,118.88,44,79.26,4.7,39243.29,462,89.82,61314.43,19815.6,0.3232,2515,
Oman,Apparel,30.18,0.1,3.98,46.07,1.06,35.51,69,73.48,5.1,17833.03,530,21.57,15996.77,4564.35,0.2853,4731,0.636980882
Saudi Arabia,Accessories,11.81,0.15,3.32,58.47,0.96,12.59,55,74.94,,2251.73,592,9.15,6990.02,1571.06,0.2248,,
Kuwait,Shoes,218.5,0.03,3.79,60.35,1.24,215.8,47,89.52,,22812.84,336,121.67,73415.97,32535.21,0.4432,,
Qatar,Accessories,43.62,0.37,3.89,43.23,1,52.08,34,94.73,1.9,45744.75,648,32.63,28263.28,7118.55,0.2519,9562,0.60660257
Oman,Apparel,46.78,0,4.43,85.34,1.25,51.01,12,82.83,13.6,15618.35,480,33.61,22456.77,6322.89,0.2816,8158,
Oman,Apparel,64.93,0.11,3.92,22.23,1.08,,66,97.97,9.7,8337.93,441,44.89,28633.55,8836.78,0.3086,3618,
Qatar,Shoes,169.52,0.18,4.82,67.84,0.93,145.24,69,65.67,,30002.64,347,94.35,58823.74,26083.69,0.4434,,
Qatar,Shoes,149.07,0.36,3.75,97.09,0.7,141.13,35,63.47,8.7,41835.31,355,94.19,52918.45,19480.39,0.3681,,0.105620441
Saudi Arabia,Apparel,40.53,0.05,3.77,87.15,1.14,34.07,23,99.85,4.5,17509.79,506,25.5,20510.55,7606.82,0.3709,,0.15339901
UAE,Accessories,8.09,0.45,3.96,94.6,1.2,8.74,26,92.51,13.7,5219.97,816,6.25,6605.26,1502.4,0.2275,8623,
Kuwait,Apparel,285.2852893,0.09,3.95,98.12,0.73,,9,65.05,13.7,24860.48,4784,25.27,14190.3,4890.21,0.3446,,
Bahrain,Apparel,42.5,0.23,4.56,63.62,1.3,50.99,62,72.76,11.5,8612.18,605,30.07,25710.3,7519.22,0.2925,,
Qatar,Accessories,66.93,0.38,3.1,83.02,1.2,70.56,41,78.2,6.4,44938.37,736,49.84,49261.53,12578.95,0.2554,2380,
Saudi Arabia,Accessories,-57.2,0.22,4.61,69.08,0.79,56.33,66,83.22,5,30998.77,584,43.01,33405.09,8284.4,0.248,,
Qatar,Apparel,49.11,0.06,4.29,42.78,0.85,48.46,41,95.42,8.5,46081.94,500,36.08,24557.15,6517.22,0.2654,,
Kuwait,Shoes,153.79,0.13,3.62,63,1.23,177.75,60,81.78,9.4,38194.37,387,98.1,59518.23,21551.82,0.3621,,0.537891847
Saudi Arabia,Shoes,208.36,0.07,4.55,93.21,0.85,175.9,21,,3.1,34519.67,231,143.77,48130.01,14918.06,0.31,,
Kuwait,Shoes,207.46,0.28,4.91,37.81,0.96,240.98,58,77.8,4.6,44284.04,297,120.49,61614.68,25830.5,0.4192,1570,0.969926331
Oman,Apparel,54.19,0.13,,72.3,0.99,65.8,47,97.36,7.5,10708.23,482,37.89,26117.97,7857.13,0.3008,,
UAE,Shoes,149.58,0.39,3.71,70.61,1.21,,55,66.54,9.7,17770.8,520,83.9,77779.49,34149.29,0.4391,,
Bahrain,Accessories,17.06,0.07,4.89,51.29,0.94,13.62,44,76.5,,49953.54,617,12.62,10527.72,2738.28,0.2601,6689,
Qatar,Shoes,101.68,0.17,3.4,93.71,1.27,115.73,21,86.19,12.2,9504.21,475,65,48297.09,17420.71,0.3607,,0.954783908
UAE,Apparel,131.43,0.3,3.73,21.5,1.06,129.81,42,95.24,10.9,8157.78,485,90.07,63742.9,20060.37,0.3147,2712,
Qatar,Accessories,12.54,0.07,3.74,95.42,0.74,13.2,40,96.96,4.5,49205.99,559,9.37,7007.35,1766.88,0.2521,5567,
Bahrain,Shoes,174.23,0.4,3.88,73.35,0.81,161.81,10,,7.3,19466.13,246,107.66,42860.39,16376.6,0.3821,,0.678228452
Saudi Arabia,Apparel,719.5759139,0.04,3.19,74.15,1.06,92.02,49,90.99,,29495.07,6097,72.56,45614.05,11584,0.254,,0.634209311
UAE,Shoes,78.1,0.22,3.4,24.82,0.94,74.48,43,97.06,7.3,21067.99,381,53.71,29757.7,9293.57,0.3123,,0.301567276
Oman,Accessories,84.56,0.35,3.52,26.17,1.24,69.38,48,,9,25269.01,598,60.9,50564.58,14148.65,0.2798,,0.234155986
UAE,Shoes,209.43,0.09,4.2,97.21,1.05,253.16,22,88.37,4.3,28548.73,330,145.74,69112.03,21016.94,0.3041,6502,0.351994307
UAE,Shoes,244.04,0.4,,77.66,1.3,,66,72.62,11.6,35033.57,552,142.13,134710.39,56254.62,0.4176,8056,
Kuwait,Apparel,130.3,0.04,3.79,25.06,0.89,131.3,65,61.68,7.6,39074.23,360,86.36,46907.48,15818.43,0.3372,,
UAE,Shoes,96.99,0.19,3.23,52.65,0.9,82.94,61,81.55,3.8,41398.34,428,53.37,41509.89,18665.65,0.4497,,
Bahrain,Unknown_Category,74.73,0.02,4.93,42.61,1.1,,53,80.88,1.1,10927.84,612,59.1,45731.91,9561.44,0.2091,,
Qatar,Apparel,48.66,0.07,4.94,46.33,0.97,40.22,31,91.17,1,1688.52,478,31.73,23259.94,8091.76,0.3479,,0.453148709
Saudi Arabia,Accessories,8.63,0.06,4.9,96.26,1.23,10.3,8,61.22,5.7,39049.51,758,6.61,6541.05,1533.87,0.2345,6479,0.50537294
Saudi Arabia,Shoes,187.34,0.15,3.04,38.52,1.08,223.47,17,94.63,12.1,38907.45,238,128.28,44587.37,14056.87,0.3153,,
Kuwait,Accessories,27.43,0.23,3.16,72.02,1.11,25.4,51,70.86,5.1,32981.51,623,20.8,17091.04,4132.59,0.2418,107,
Bahrain,Accessories,64.72,0.15,3.58,64.97,0.96,57.79,66,89.92,2.8,23824.47,589,49.53,38119.61,8944.7,0.2346,,
Bahrain,Accessories,47.88,0.43,,89.7,0.72,51.18,16,,11.9,33077.25,488,34.75,23366.8,6408.13,0.2742,,0.19145826
Saudi Arabia,Apparel,29.27,0.07,3.51,33.11,0.83,23.57,5,86.43,10.6,28743.11,354,21.62,10361.07,2705.86,0.2612,,
Saudi Arabia,Shoes,147.16,0.25,4.07,30.06,0.92,153.26,44,63.27,11.2,34538.42,240,91.24,35318.95,13421.48,0.38,,
UAE,Shoes,163.73,0.49,4.35,66.16,1.02,141.72,38,68.65,1.5,38238.53,444,113.57,72695.34,22269.55,0.3063,,
Saudi Arabia,Accessories,68.38,0.39,,31.87,1.14,61.57,40,94.75,,2133.19,634,56.82,43354.26,7331.51,0.1691,,0.090003125
UAE,Accessories,54.25,0.01,3.56,65.48,1,45.62,20,96.84,10.5,32969.03,584,40.85,31683.37,7828.11,0.2471,1028,0.628314751
Bahrain,Accessories,32.73,0.17,4.77,67.35,0.96,31.9,44,77.52,8.6,14819.4,664,26.5,21734.33,4136.99,0.1903,2909,
Bahrain,Shoes,218.67,0.14,4.13,77.56,1.15,263.1,64,,5.9,22744.05,402,133.18,87904.38,34366.74,0.391,7481,
Kuwait,Accessories,35.82,0.43,3.21,72.35,1.28,37.57,32,76.1,13.4,49082.41,685,29.3,24534.39,4463.31,0.1819,,
Bahrain,Accessories,30.61,0.06,4.73,89.31,1.2,25.08,22,74.77,7.9,10876.85,622,24.4,19040.18,3863.78,0.2029,9338,0.580403184
Oman,Apparel,80.34,0,4.32,36.93,0.76,67.87,30,87.47,7.4,21147.13,314,59.1,25225.63,6668.59,0.2644,,0.193598412
Kuwait,Apparel,72.72,0.33,3.71,79.28,1.3,55.54,35,67.35,5,29731.89,554,44.3,40288.88,15748.53,0.3909,,0.376061317
Oman,Accessories,76.61,0,3.62,24.62,0.74,68.2,45,74.43,6.3,16965.26,368,55,28191.79,7952.46,0.2821,7019,0.182990966
Saudi Arabia,Shoes,83.95,0.07,3.8,26.7,1.01,96.76,53,87.85,1.7,10403.4,447,57.87,37524.13,11656.44,0.3106,,0.597474278
UAE,Shoes,146.07,0.08,4.08,25.03,0.91,177.62,40,91.57,7.9,26014.24,241,84.32,35203.17,14882.81,0.4228,6295,0.235366608
Oman,Shoes,76.64,0.04,4.01,99.98,1.26,73.31,58,61.63,,2554.46,480,48.91,36787.8,13312.14,0.3619,,
Qatar,Accessories,78.37,0.42,4.97,93.87,1.05,67.83,63,79.88,,12393.46,787,63.38,61679.71,11800.15,0.1913,,
Saudi Arabia,Apparel,783.7207132,0.24,4.44,91.03,0.8,85.39,54,85.59,6.2,34682.16,6604,71.39,53813.21,17549.54,0.3261,,
Qatar,Apparel,51.88,0.09,4.9,68.98,0.84,59.24,56,61.65,13,25576.38,515,31.45,26718.01,10521.96,0.3938,,
Bahrain,Accessories,42.15,0.46,3.46,21.93,1.17,32.77,28,96.78,11.7,10796.7,575,33.58,24235.88,4926.81,0.2033,,
Oman,Apparel,124.03,0.46,3.9,31.72,0.9,133.61,35,83.98,12.5,1653.85,409,82.63,50730.23,16935.01,0.3338,,0.164286775
Saudi Arabia,Accessories,42.9,1.333894765,3.94,43.82,1.28,37.98,57,92.01,8.8,21814.72,732,32.13,31403.74,7883.32,0.251,7691,
UAE,Apparel,131.66,0.03,4.83,69.71,1.12,99.75,61,61.64,10.5,13394.78,510,86.53,67148.35,23019.81,0.3428,2217,
Bahrain,Accessories,66.52,0.14,4,44.21,1.29,55.41,47,76.16,,21827.6,593,47.14,39445.76,11489.21,0.2913,,0.965357911
UAE,Shoes,110.82,0.13,3.74,96.25,0.86,87.04,38,73.57,10.9,5445.01,351,61.59,38896.47,17276.93,0.4442,7676,
Qatar,Shoes,125.82,0.15,4.54,44.89,1.03,97.55,54,70.37,5,39499.27,349,70.57,43912.9,19283.73,0.4391,,
Oman,Apparel,113.72,0.48,4.94,58.76,1.22,106.83,58,80.29,11.2,40577.32,584,74.99,66412.76,22619.39,0.3406,2374,
Qatar,Shoes,209.81,0.47,,80.21,1.16,209.85,47,79.46,9.9,37458.36,440,119.75,92316.4,39626.32,0.4292,,
UAE,Accessories,79.73,0.04,4.65,53.44,0.93,82.71,17,70.17,7.5,34991.11,508,59.96,40504.29,10044.82,0.248,,0.267093233
Qatar,Apparel,39.21,0.08,3.36,71.25,0.98,40.49,31,69.95,8.8,16376.32,514,25.87,20156.27,6858.96,0.3403,,0.417266757
Qatar,Shoes,133.1,0.47,3.56,46.2,1.03,106.37,25,97.47,1.6,25221.63,389,85.56,51776.61,18495.11,0.3572,7629,
Qatar,Shoes,71.45,0.2,,39.99,0.81,82.74,40,66.48,12.3,47041.55,387,49.49,27649.78,8496.56,0.3073,,
Oman,Shoes,116.84,0.49,4.4,94.79,0.98,111.85,51,97.99,7.7,25163.04,477,72.91,55733.92,20956.02,0.376,1825,
Saudi Arabia,Accessories,10.76,0.04,4.22,33.75,0.92,12.9,19,72.13,13.5,28955.38,514,8.42,5530.66,1202.94,0.2175,,
Saudi Arabia,Accessories,19.22,0.15,3.35,78.97,0.75,23.85,35,95.71,4,17469.82,499,15.36,9590.35,1925.7,0.2008,,0.82157425
Saudi Arabia,Apparel,39.94,0.23,3.66,49.22,1.01,34.56,30,99.87,12.1,18612.44,495,29.62,19771.44,5111.99,0.2586,1273,
Saudi Arabia,Shoes,203.95,0.3,4.87,25.66,1.26,162.5,69,62.26,8.8,11698.47,310,136.05,63224.61,21048.7,0.3329,,
Kuwait,Shoes,136.48,0.39,3.46,91.4,1.24,150.9,54,88.57,8.8,14737.76,461,84.95,62915.48,23753.71,0.3775,,0.582982865
UAE,Accessories,88.45,0.28,4.26,59.42,0.76,101.5,42,94.38,12.4,4508.85,531,72.74,46967,8341.99,0.1776,3128,
Qatar,Shoes,182.02,0.38,3.32,29.55,0.92,219.77,32,67.04,5.5,45506.79,348,119.19,63342.2,21863.61,0.3452,,
UAE,Accessories,21.44,0.04,4.06,49.22,1.28,17.06,68,90.01,12.2,41333.98,763,16.67,16361.25,3644.5,0.2228,8055,
Oman,Accessories,32.53,0,,74.33,1.09,25.51,13,84.34,1.3,27903.61,551,25.35,17925.1,3957.45,0.2208,,
Bahrain,Accessories,46.01,0.09,3.88,96.74,1.01,47.59,55,64.44,4.8,24635.09,593,33.14,27283.09,7632.27,0.2797,6495,
Kuwait,Apparel,70.38,0.19,3.84,71.79,0.76,77.31,47,74.01,7.3,4005.88,435,45.54,30613.13,10801.65,0.3528,6788,
Qatar,Accessories,69.85,0.22,4.21,52.82,0.82,72.49,14,64.21,3.7,45252.42,482,54.56,33667.23,7370.14,0.2189,,0.831849618
UAE,Shoes,164.56,0.39,4.31,45.44,1.1,158.61,39,89.77,6.5,6239.63,340,104.67,55949.18,20360.43,0.3639,,
Saudi Arabia,Accessories,65.94,0.43,4.16,57.4,1.29,62.82,21,80.38,12.1,44921.15,724,49.38,47741.54,11988.45,0.2511,,
UAE,Shoes,174.43,0.12,,31.2,1.25,198.99,23,88.65,13.3,9386.44,363,120.53,63318.59,19565.43,0.309,,0.069352857
Qatar,Shoes,156.96,0.32,3.54,22.52,0.77,142.22,45,79.27,2.5,7988.6,273,89.3,42851.37,18473.56,0.4311,3809,
Bahrain,Apparel,139.54,0.48,3.04,84.24,0.8,106.87,44,79.05,11.8,47486.72,474,89.83,66143.54,23565.21,0.3563,,0.941966562
Qatar,Accessories,9.1,0.29,3.63,22.4,0.9,9.73,55,,13.9,43429.05,642,6.6,5839.03,1602.1,0.2744,,0.023688031
Kuwait,Accessories,46.04,0.13,4.55,86.04,0.71,41,56,67.25,4.4,14240.39,573,37.04,26380.47,5157.91,0.1955,5655,0.911980887
UAE,Shoes,204.8,0.25,3.75,27.18,1.13,188.14,8,69.01,4.6,43750.68,340,121.25,69631.45,28407.04,0.408,,0.455677101
Bahrain,Accessories,-30.92,0.23,3.24,31.77,1.13,34.28,46,91.1,10,22949.8,600,25.13,18550.15,3474.31,0.1873,,0.547680728
Oman,Accessories,77.61,0.48,4.54,31.91,0.99,86.92,13,91.35,2.7,47503.38,512,58.05,39734.35,10015.19,0.2521,,
Qatar,Shoes,208.11,0.02,3.36,83.89,1.09,185.22,25,83.15,10.3,7105.03,368,124.79,76582.67,30661.24,0.4004,6920,
Saudi Arabia,Apparel,54.94,0.14,4.14,60.74,0.76,60.95,11,69.78,3.6,22246.51,413,33.23,22690.94,8968.16,0.3952,9756,
Bahrain,Shoes,171.82,0.27,4.03,48.2,1.19,,6,60.57,7.1,42535.78,209,119,35910.31,11038.42,0.3074,,0.618111777
Kuwait,Apparel,128.99,0.2,4.27,71.53,1.01,118.55,17,,3.4,35258.14,480,89.48,61914.27,18961.68,0.3063,,
Bahrain,Accessories,34.34,0.42,4.74,90.71,0.94,31.32,10,96.22,3,7211.12,633,24.57,21738.48,6185.31,0.2845,,
Saudi Arabia,Accessories,26.6,0.46,3.09,78.7,1.13,26.47,49,99.67,5.2,41809.33,728,20.82,19366.85,4209.31,0.2173,,
Qatar,Apparel,995.3171674,0.25,7.171150595,80.67,1.05,156.78,10,89.65,4.2,2942.02,6773,97.27,70090.42,19413.44,0.277,353,
Bahrain,Apparel,73.4,0.13,3.92,64.04,1.22,,55,67.93,11.7,35490.27,546,50.7,40076.11,12393.28,0.3092,,
Saudi Arabia,Accessories,49.45,0.49,4.48,54.46,1.1,40.86,35,76.71,3.1,33771.86,668,35.42,33033.32,9371.52,0.2837,,0.926362798
Bahrain,Apparel,128.28,0.22,3.62,26.11,0.83,158.29,28,75.31,12.1,12051.9,321,93.55,41179.27,11150.7,0.2708,,
Saudi Arabia,Shoes,139.72,0.48,3.85,98.72,1.23,159.78,43,97.35,4.3,26416.39,476,78.75,66504.94,29021.17,0.4364,2929,
Kuwait,Accessories,81.16,0.19,3.03,69.21,1.18,97,7,75.35,4.1,18612.17,530,58.94,43015.11,11774.72,0.2737,,0.027406312
Qatar,Apparel,92.42,0.11,4.13,95.16,1.22,79.19,23,81.35,4.4,26473.31,662,61.6,61181.85,20400.12,0.3334,5982,0.5768942
Kuwait,Shoes,207.45,0.01,3.49,58.31,1.23,222.32,33,98.08,5.5,14426.81,274,119.68,56841.23,24048.45,0.4231,,
Oman,Shoes,196.77,0.28,3.91,93.66,1.13,193.88,54,97.43,10.4,25693.18,374,116.97,73591.1,29843.93,0.4055,,
Oman,Apparel,86.48,0.24,4.06,82.59,0.72,,23,79.56,6.3,45228.64,407,62.92,35196.07,9589.12,0.2724,,
Oman,Apparel,50.61,1.333894765,4.39,30.18,1.23,46.47,7,67.02,12,8147.36,489,35.22,24746.94,7523.17,0.304,,
Saudi Arabia,Shoes,183.09,0.03,4.38,30.44,1.28,177.89,6,92.42,12.1,44733.64,245,120.88,44856,15239.54,0.3397,1165,0.844596176
Oman,Shoes,138.94,1.333894765,3.73,53.06,1.11,152.98,25,75.5,12,35269.08,246,94.76,34178.35,10867.78,0.318,3619,
Saudi Arabia,Accessories,26.48,0.24,4.39,72,1.06,,27,88.5,8.3,42580.4,695,21.71,18403.21,3311.58,0.1799,,
Qatar,Apparel,65.06,0.17,3.88,50.68,0.71,63.53,22,65.92,13.4,42776.41,391,40.44,25438.28,9625.84,0.3784,,
UAE,Shoes,139.36,0.34,4.33,38.47,0.96,117.64,34,,1.3,42302.28,376,88.02,52400.78,19306,0.3684,,
Bahrain,Accessories,18.76,0.3,4.86,26.1,1.17,20.62,34,67.79,9.6,5055.67,667,14.62,12515.72,2763.23,0.2208,,
Kuwait,Apparel,730.4516758,0.17,4.48,78.89,1.28,93.65,47,83.96,4.2,36844.81,7410,63.02,56274.6,20355.73,0.3617,,0.127806454
Kuwait,Shoes,124.38,0.01,4.69,31.52,0.71,130.98,23,82.63,9.7,12873.31,208,84.63,25870.51,8266.52,0.3195,8332,
